client_id,nom_complet,profil,anciennete_compte_jours,client_a_risque
CLI-00142,Ousmane Bah,rural,194,False
CLI-00143,Kadiatou Konate,rural,1135,False
CLI-00144,Bintou Kone,rural,988,False
CLI-00145,Hawa Kone,rural,1390,False
CLI-00146,Amadou Barry,urbain,1105,False
CLI-00147,Ousmane Kone,urbain,247,False
CLI-00148,Modibo Barry,urbain,235,False
CLI-00149,Fatoumata Coulibaly,rural,1428,False
CLI-00150,Hawa Diallo,rural,302,False
CLI-00151,Aissata Coulibaly,rural,1713,False
CLI-00152,Adama Fofana,rural,206,False
CLI-00153,Aissata Sidibe,rural,1333,False
CLI-00154,Kadiatou Diakite,urbain,1780,False
CLI-00155,Awa Sanogo,urbain,813,False
CLI-00156,Ibrahim Sidibe,urbain,117,False
CLI-00157,Boubacar Fofana,rural,1601,False
CLI-00158,Aminata Barry,rural,354,False
CLI-00159,Modibo Sidibe,rural,969,False
CLI-00160,Bintou Kone,rural,1797,False
CLI-00161,Awa Sidibe,rural,1363,False
CLI-00162,Kadiatou Ouattara,rural,98,False
CLI-00163,Kadiatou Sangare,rural,1500,False
CLI-00164,Kadiatou Barry,urbain,306,False
CLI-00165,Modibo Sanogo,rural,1371,False
CLI-00166,Aissata Sanogo,urbain,1138,False
CLI-00167,Mariam Coulibaly,rural,536,False
CLI-00168,Moussa Bah,rural,781,False
CLI-00169,Amadou Traore,rural,228,False
CLI-00170,Fatoumata Coulibaly,rural,1801,False
CLI-00171,Fatoumata Sidibe,rural,446,False
CLI-00172,Djeneba Konate,rural,573,False
CLI-00173,Djeneba Konate,urbain,925,False
CLI-00174,Souleymane Kone,rural,1232,False
CLI-00175,Seydou Toure,urbain,929,False
CLI-00176,Souleymane Diallo,rural,929,False
CLI-00177,Ibrahim Sanogo,rural,1069,False
CLI-00178,Adama Diarra,rural,1567,False
CLI-00179,Aminata Sanogo,rural,730,False
CLI-00180,Adama Sanogo,urbain,1521,False
CLI-00181,Ibrahim Cisse,urbain,1439,False
CLI-00182,Seydou Keita,urbain,1754,False
CLI-00183,Souleymane Fofana,rural,1667,False
CLI-00184,Seydou Sanogo,rural,1459,False
CLI-00185,Seydou Fofana,urbain,461,False
CLI-00186,Ibrahim Fofana,rural,1416,False
CLI-00187,Moussa Coulibaly,rural,1348,False
CLI-00188,Ousmane Toure,rural,538,False
CLI-00189,Aissata Diakite,urbain,1242,False
CLI-00190,Souleymane Diarra,urbain,472,False
CLI-00191,Awa Keita,urbain,961,False
CLI-00192,Boubacar Sangare,urbain,1457,False
CLI-00193,Moussa Sidibe,rural,356,False
CLI-00194,Bintou Keita,urbain,624,False
CLI-00195,Fatoumata Fofana,rural,1454,False
CLI-00196,Moussa Keita,urbain,836,False
CLI-00197,Ibrahim Diarra,rural,1753,False
CLI-00198,Moussa Barry,urbain,29,False
CLI-00199,Bintou Keita,rural,1321,False
CLI-00200,Moussa Diakite,rural,1488,False
CLI-00201,Adama Maiga,rural,1676,False
CLI-00202,Seydou Sanogo,rural,298,False
CLI-00203,Souleymane Ouattara,rural,1796,False
CLI-00204,Seydou Kone,urbain,725,False
CLI-00205,Ousmane Bah,rural,652,False
CLI-00206,Djeneba Ouattara,urbain,658,False
CLI-00207,Bintou Keita,rural,1170,False
CLI-00208,Ousmane Maiga,urbain,1208,False
CLI-00209,Modibo Keita,rural,872,False
CLI-00210,Ousmane Toure,urbain,143,False
CLI-00211,Souleymane Diakite,rural,1800,False
CLI-00212,Modibo Toure,rural,417,False
CLI-00213,Seydou Coulibaly,urbain,184,False
CLI-00214,Djeneba Keita,rural,1096,False
CLI-00215,Ousmane Ouattara,rural,761,False
CLI-00216,Fatoumata Diarra,urbain,1129,False
CLI-00217,Fatoumata Konate,urbain,1599,False
CLI-00218,Seydou Traore,rural,191,False
CLI-00219,Adama Kone,rural,529,False
CLI-00220,Ibrahim Diallo,urbain,949,False
CLI-00221,Seydou Diallo,urbain,1440,False
CLI-00222,Souleymane Ouattara,urbain,1102,False
CLI-00223,Mariam Ouattara,rural,707,False
CLI-00224,Souleymane Diakite,urbain,1119,False
CLI-00225,Aissata Diallo,rural,1788,False
CLI-00226,Modibo Diallo,urbain,883,False
CLI-00227,Boubacar Coulibaly,rural,1614,False
CLI-00228,Aminata Sanogo,urbain,1426,False
CLI-00229,Mariam Diarra,rural,560,False
CLI-00230,Seydou Konate,rural,466,False
CLI-00231,Hawa Sangare,urbain,1409,False
CLI-00232,Amadou Maiga,rural,390,False
CLI-00233,Djeneba Coulibaly,urbain,624,False
CLI-00234,Seydou Diallo,rural,441,False
CLI-00235,Souleymane Maiga,urbain,1112,False
CLI-00236,Awa Bah,rural,547,False
CLI-00237,Kadiatou Traore,rural,1206,False
CLI-00238,Aissata Sidibe,rural,1707,False
CLI-00239,Awa Diakite,rural,1516,False
CLI-00240,Ibrahim Cisse,rural,1730,False
CLI-00241,Boubacar Ouattara,urbain,59,False
CLI-00242,Fatoumata Sidibe,urbain,839,False
CLI-00243,Awa Diarra,urbain,413,False
CLI-00244,Awa Cisse,rural,1676,False
CLI-00245,Fatoumata Kone,rural,1303,False
CLI-00246,Djeneba Toure,rural,594,False
CLI-00247,Kadiatou Sanogo,urbain,1034,False
CLI-00248,Modibo Cisse,urbain,1110,False
CLI-00249,Amadou Kone,rural,912,False
CLI-00250,Mariam Keita,urbain,873,False
CLI-00251,Seydou Diarra,rural,114,False
CLI-00252,Mariam Keita,rural,833,False
CLI-00253,Aissata Barry,rural,645,False
CLI-00254,Awa Diallo,rural,1496,False
CLI-00255,Ibrahim Barry,urbain,1580,False
CLI-00256,Souleymane Konate,urbain,1373,False
CLI-00257,Fatoumata Maiga,rural,70,False
CLI-00258,Mariam Sidibe,rural,1537,False
CLI-00259,Boubacar Coulibaly,urbain,732,False
CLI-00260,Modibo Maiga,urbain,768,False
CLI-00261,Mariam Cisse,urbain,1725,False
CLI-00262,Aissata Kone,rural,1584,False
CLI-00263,Adama Cisse,urbain,107,False
CLI-00264,Bintou Maiga,rural,666,False
CLI-00265,Boubacar Diarra,urbain,1371,False
CLI-00266,Seydou Bah,rural,990,False
CLI-00267,Moussa Fofana,urbain,481,False
CLI-00268,Awa Diarra,rural,964,False
CLI-00269,Boubacar Traore,rural,1583,False
CLI-00270,Aissata Cisse,urbain,419,False
CLI-00271,Amadou Sangare,urbain,1365,False
CLI-00272,Ibrahim Maiga,rural,1344,False
CLI-00273,Bintou Keita,urbain,1618,False
CLI-00274,Kadiatou Konate,urbain,554,False
CLI-00275,Seydou Kone,rural,405,False
CLI-00276,Seydou Cisse,rural,1006,False
CLI-00277,Modibo Kone,rural,976,False
CLI-00278,Fatoumata Sidibe,urbain,756,False
CLI-00279,Fatoumata Ouattara,rural,1425,False
CLI-00280,Ousmane Bah,rural,1461,False
CLI-00281,Seydou Barry,urbain,459,False
CLI-00282,Souleymane Barry,urbain,1454,False
CLI-00283,Seydou Sanogo,urbain,432,False
CLI-00284,Kadiatou Sangare,urbain,752,False
CLI-00285,Adama Ouattara,urbain,64,False
CLI-00286,Ibrahim Diakite,urbain,631,False
CLI-00287,Boubacar Barry,urbain,1749,False
CLI-00288,Aminata Fofana,rural,816,False
CLI-00289,Seydou Kone,rural,1300,False
CLI-00290,Modibo Keita,rural,210,False
CLI-00291,Ousmane Konate,urbain,1165,False
CLI-00292,Bintou Ouattara,rural,687,False
CLI-00293,Aissata Sidibe,rural,1361,False
CLI-00294,Aminata Coulibaly,rural,1694,False
CLI-00295,Aminata Diallo,rural,977,False
CLI-00296,Hawa Ouattara,rural,201,False
CLI-00297,Kadiatou Maiga,urbain,876,False
CLI-00298,Aissata Traore,urbain,237,False
CLI-00299,Amadou Sidibe,rural,828,False
CLI-00300,Moussa Konate,rural,125,False
CLI-00301,Modibo Konate,rural,1174,False
CLI-00302,Amadou Bah,urbain,576,False
CLI-00303,Adama Kone,urbain,379,False
CLI-00304,Aminata Coulibaly,rural,46,False
CLI-00305,Ibrahim Sangare,urbain,1622,False
CLI-00306,Aissata Toure,rural,1530,False
CLI-00307,Aminata Bah,rural,1484,False
CLI-00308,Aissata Bah,urbain,120,False
CLI-00309,Fatoumata Traore,rural,647,False
CLI-00310,Awa Fofana,rural,1773,False
CLI-00311,Souleymane Toure,rural,1062,False
CLI-00312,Ibrahim Sangare,urbain,247,False
CLI-00313,Aissata Coulibaly,urbain,270,False
CLI-00314,Ousmane Sangare,urbain,491,False
CLI-00315,Awa Konate,rural,1774,False
CLI-00316,Djeneba Barry,rural,321,False
CLI-00317,Djeneba Sanogo,urbain,1649,False
CLI-00318,Adama Maiga,rural,1242,False
CLI-00319,Djeneba Konate,urbain,1683,False
CLI-00320,Aissata Traore,urbain,1510,False
CLI-00321,Fatoumata Diallo,rural,616,False
CLI-00322,Awa Toure,urbain,1513,False
CLI-00323,Adama Toure,rural,321,False
CLI-00324,Bintou Ouattara,rural,541,False
CLI-00325,Ousmane Ouattara,rural,398,False
CLI-00326,Ousmane Ouattara,rural,256,False
CLI-00327,Amadou Fofana,urbain,177,False
CLI-00328,Ibrahim Sanogo,urbain,354,False
CLI-00329,Aminata Fofana,urbain,232,False
CLI-00330,Aminata Sidibe,urbain,703,False
CLI-00331,Moussa Cisse,rural,144,False
CLI-00332,Aissata Diakite,rural,125,False
CLI-00333,Modibo Maiga,urbain,1806,False
CLI-00334,Seydou Fofana,urbain,173,False
CLI-00335,Modibo Diallo,rural,149,False
CLI-00336,Bintou Maiga,rural,69,False
CLI-00337,Aissata Diarra,rural,254,False
CLI-00338,Mariam Maiga,rural,970,False
CLI-00339,Bintou Keita,urbain,1512,False
CLI-00340,Awa Ouattara,rural,1345,False
CLI-00341,Aissata Diarra,urbain,1065,False
CLI-00342,Awa Bah,urbain,168,False
CLI-00343,Aminata Ouattara,urbain,1416,False
CLI-00344,Adama Coulibaly,rural,82,False
CLI-00345,Ousmane Konate,rural,1156,True
CLI-00346,Bintou Keita,urbain,755,False
CLI-00347,Adama Maiga,urbain,1611,False
CLI-00348,Mariam Cisse,rural,571,False
CLI-00349,Ibrahim Ouattara,urbain,1170,False
CLI-00350,Aminata Diarra,rural,811,False
CLI-00351,Amadou Keita,urbain,960,False
CLI-00352,Aissata Sidibe,rural,1714,False
CLI-00353,Kadiatou Bah,rural,1305,False
CLI-00354,Bintou Coulibaly,rural,765,False
CLI-00355,Bintou Sanogo,rural,824,False
CLI-00356,Ibrahim Kone,rural,1290,False
CLI-00357,Adama Ouattara,rural,641,False
CLI-00358,Fatoumata Diarra,rural,318,False
CLI-00359,Djeneba Diarra,urbain,861,False
CLI-00360,Hawa Sanogo,rural,138,False
CLI-00361,Adama Konate,urbain,322,False
CLI-00362,Ousmane Ouattara,urbain,776,False
CLI-00363,Adama Keita,rural,1456,False
CLI-00364,Ibrahim Keita,rural,1429,False
CLI-00365,Aminata Diallo,urbain,486,False
CLI-00366,Seydou Traore,urbain,778,False
CLI-00367,Aissata Sidibe,rural,292,False
CLI-00368,Amadou Barry,urbain,1381,False
CLI-00369,Djeneba Bah,rural,460,False
CLI-00370,Moussa Fofana,rural,1462,False
CLI-00371,Awa Fofana,urbain,1539,False
CLI-00372,Kadiatou Sidibe,rural,1262,False
CLI-00373,Moussa Sangare,urbain,612,False
CLI-00374,Hawa Traore,rural,1739,False
CLI-00375,Fatoumata Diarra,urbain,1256,False
CLI-00376,Djeneba Coulibaly,rural,1183,False
CLI-00377,Djeneba Sangare,rural,1565,False
CLI-00378,Moussa Toure,rural,1610,False
CLI-00379,Ousmane Traore,rural,155,False
CLI-00380,Amadou Sanogo,urbain,1610,False
CLI-00381,Adama Bah,rural,1399,False
CLI-00382,Bintou Cisse,rural,388,False
CLI-00383,Ousmane Konate,rural,571,False
CLI-00384,Amadou Sidibe,rural,1377,False
CLI-00385,Ibrahim Coulibaly,urbain,407,False
CLI-00386,Fatoumata Kone,rural,833,False
CLI-00387,Modibo Sanogo,urbain,1261,False
CLI-00388,Adama Sanogo,rural,1192,False
CLI-00389,Ibrahim Traore,urbain,1661,False
CLI-00390,Djeneba Sidibe,rural,216,False
CLI-00391,Mariam Coulibaly,rural,548,False
CLI-00392,Moussa Sangare,urbain,1797,False
CLI-00393,Boubacar Cisse,urbain,1044,True
CLI-00394,Souleymane Keita,urbain,465,False
CLI-00395,Hawa Fofana,rural,539,False
CLI-00396,Amadou Cisse,rural,628,False
CLI-00397,Mariam Barry,urbain,1018,False
CLI-00398,Aissata Diakite,rural,530,False
CLI-00399,Aissata Fofana,urbain,1140,False
CLI-00400,Bintou Ouattara,rural,820,True
CLI-00401,Djeneba Konate,rural,1119,False
CLI-00402,Aissata Barry,urbain,295,False
CLI-00403,Bintou Maiga,urbain,1143,False
CLI-00404,Seydou Fofana,rural,1688,False
CLI-00405,Aminata Bah,rural,259,False
CLI-00406,Kadiatou Keita,urbain,607,False
CLI-00407,Ibrahim Cisse,rural,1270,False
CLI-00408,Adama Coulibaly,rural,1132,False
CLI-00409,Amadou Barry,rural,1236,False
CLI-00410,Mariam Fofana,urbain,1027,False
CLI-00411,Ousmane Diakite,urbain,1250,False
CLI-00412,Aissata Konate,rural,1117,False
CLI-00413,Ibrahim Ouattara,rural,149,False
CLI-00414,Amadou Diallo,rural,1374,False
CLI-00415,Souleymane Kone,rural,823,False
CLI-00416,Bintou Keita,rural,108,False
CLI-00417,Ibrahim Maiga,rural,755,False
CLI-00418,Aissata Diakite,urbain,802,False
CLI-00419,Aminata Sidibe,rural,171,False
CLI-00420,Adama Fofana,rural,1817,False
CLI-00421,Souleymane Keita,rural,417,False
CLI-00422,Djeneba Barry,urbain,613,False
CLI-00423,Boubacar Fofana,urbain,813,False
CLI-00424,Kadiatou Sidibe,rural,1521,False
CLI-00425,Mariam Barry,urbain,1359,False
CLI-00426,Hawa Diallo,rural,1410,False
CLI-00427,Modibo Barry,rural,444,False
CLI-00428,Amadou Kone,urbain,1545,False
CLI-00429,Souleymane Coulibaly,rural,1516,False
CLI-00430,Fatoumata Diakite,rural,854,False
CLI-00431,Djeneba Maiga,rural,1002,False
CLI-00432,Modibo Barry,rural,82,False
CLI-00433,Ibrahim Maiga,urbain,1391,False
CLI-00434,Kadiatou Fofana,rural,1754,False
CLI-00435,Ibrahim Diarra,rural,870,False
CLI-00436,Boubacar Traore,rural,993,False
CLI-00437,Adama Kone,rural,918,False
CLI-00438,Fatoumata Coulibaly,rural,164,False
CLI-00439,Kadiatou Traore,rural,1136,False
CLI-00440,Bintou Keita,urbain,1320,False
CLI-00441,Aissata Maiga,rural,1694,False
CLI-00442,Ibrahim Barry,rural,1697,False
CLI-00443,Seydou Konate,rural,905,False
CLI-00444,Aminata Ouattara,rural,1750,False
CLI-00445,Awa Barry,rural,971,False
CLI-00446,Aissata Ouattara,urbain,1177,False
CLI-00447,Bintou Konate,rural,1104,False
CLI-00448,Aminata Coulibaly,urbain,1822,False
CLI-00449,Aissata Barry,urbain,1349,False
CLI-00450,Bintou Toure,rural,232,False
CLI-00451,Adama Sidibe,rural,145,False
CLI-00452,Seydou Diallo,rural,756,False
CLI-00453,Amadou Diakite,urbain,948,False
CLI-00454,Boubacar Fofana,rural,1225,False
CLI-00455,Aminata Diallo,urbain,886,False
CLI-00456,Ibrahim Sangare,urbain,946,False
CLI-00457,Awa Keita,urbain,1683,False
CLI-00458,Hawa Keita,rural,621,False
CLI-00459,Fatoumata Diakite,urbain,908,False
CLI-00460,Djeneba Toure,rural,1023,False
CLI-00461,Ibrahim Bah,rural,862,False
CLI-00462,Djeneba Konate,rural,1767,False
CLI-00463,Kadiatou Diakite,urbain,1756,False
CLI-00464,Amadou Toure,rural,943,False
CLI-00465,Bintou Traore,urbain,830,False
CLI-00466,Ibrahim Traore,rural,1081,False
CLI-00467,Boubacar Diarra,urbain,342,False
CLI-00468,Mariam Barry,rural,786,False
CLI-00469,Adama Traore,rural,407,False
CLI-00470,Djeneba Diarra,urbain,275,False
CLI-00471,Modibo Diallo,rural,187,False
CLI-00472,Kadiatou Bah,rural,1077,False
CLI-00473,Seydou Cisse,rural,16,False
CLI-00474,Awa Maiga,rural,1184,False
CLI-00475,Modibo Cisse,rural,796,False
CLI-00476,Hawa Fofana,rural,678,False
CLI-00477,Amadou Maiga,rural,1407,False
CLI-00478,Awa Traore,urbain,990,False
CLI-00479,Fatoumata Ouattara,rural,1342,False
CLI-00480,Aissata Maiga,rural,1299,False
CLI-00481,Modibo Maiga,rural,73,False
CLI-00482,Ousmane Sidibe,rural,405,False
CLI-00483,Modibo Diakite,urbain,1046,False
CLI-00484,Seydou Diarra,urbain,1780,False
CLI-00485,Ousmane Traore,urbain,294,False
CLI-00486,Moussa Bah,rural,206,False
CLI-00487,Aminata Toure,rural,1718,False
CLI-00488,Djeneba Diallo,rural,1764,False
CLI-00489,Boubacar Fofana,rural,317,False
CLI-00490,Adama Toure,rural,742,False
CLI-00491,Hawa Ouattara,urbain,1149,True
CLI-00492,Djeneba Sidibe,rural,368,False
CLI-00493,Boubacar Traore,rural,605,False
CLI-00494,Aissata Barry,rural,730,False
CLI-00495,Kadiatou Keita,rural,1176,False
CLI-00496,Ibrahim Toure,rural,572,False
CLI-00497,Moussa Cisse,rural,761,False
CLI-00498,Adama Keita,urbain,539,False
CLI-00499,Kadiatou Traore,rural,1389,False
CLI-00500,Ibrahim Maiga,rural,291,True
CLI-00501,Awa Sidibe,rural,432,False
CLI-00502,Bintou Cisse,urbain,467,False
CLI-00503,Hawa Bah,rural,1654,False
CLI-00504,Ousmane Sanogo,urbain,1724,False
CLI-00505,Seydou Cisse,urbain,920,False
CLI-00506,Aminata Toure,rural,298,False
CLI-00507,Ousmane Toure,urbain,1383,False
CLI-00508,Ousmane Sidibe,rural,905,False
CLI-00509,Ousmane Ouattara,urbain,1553,False
CLI-00510,Bintou Keita,rural,666,False
CLI-00511,Djeneba Diarra,urbain,1822,False
CLI-00512,Hawa Diakite,rural,1475,False
CLI-00513,Modibo Ouattara,rural,420,False
CLI-00514,Bintou Bah,rural,1328,False
CLI-00515,Fatoumata Coulibaly,urbain,534,False
CLI-00516,Hawa Cisse,rural,648,False
CLI-00517,Fatoumata Sanogo,rural,468,False
CLI-00518,Seydou Konate,urbain,1249,False
CLI-00519,Boubacar Sidibe,urbain,490,False
CLI-00520,Moussa Kone,rural,1171,False
CLI-00521,Ibrahim Toure,rural,1069,False
CLI-00522,Mariam Keita,rural,1373,False
CLI-00523,Modibo Ouattara,urbain,1813,False
CLI-00524,Aissata Ouattara,rural,30,False
CLI-00525,Aissata Sangare,urbain,1807,False
CLI-00526,Adama Cisse,rural,212,False
CLI-00527,Ibrahim Diallo,rural,968,False
CLI-00528,Adama Cisse,rural,632,False
CLI-00529,Adama Diarra,rural,1171,False
CLI-00530,Boubacar Konate,urbain,1321,False
CLI-00531,Ibrahim Cisse,rural,1571,False
CLI-00532,Ibrahim Sidibe,rural,742,False
CLI-00533,Aissata Diakite,urbain,1703,False
CLI-00534,Boubacar Keita,urbain,598,False
CLI-00535,Ibrahim Barry,urbain,383,False
CLI-00536,Seydou Fofana,rural,701,False
CLI-00537,Ibrahim Coulibaly,rural,971,False
CLI-00538,Aminata Maiga,urbain,1224,False
CLI-00539,Amadou Sidibe,rural,1522,False
CLI-00540,Souleymane Keita,rural,421,False
CLI-00541,Amadou Kone,urbain,563,False
CLI-00542,Mariam Kone,rural,1714,False
CLI-00543,Mariam Sanogo,rural,811,True
CLI-00544,Modibo Sangare,urbain,452,False
CLI-00545,Amadou Barry,urbain,1798,False
CLI-00546,Kadiatou Ouattara,rural,827,False
CLI-00547,Boubacar Cisse,rural,1797,False
CLI-00548,Aminata Maiga,rural,1678,False
CLI-00549,Souleymane Sanogo,rural,1655,False
CLI-00550,Modibo Diallo,urbain,1068,False
CLI-00551,Kadiatou Sidibe,urbain,1460,False
CLI-00552,Modibo Konate,rural,1753,False
CLI-00553,Aissata Bah,rural,502,False
CLI-00554,Bintou Sangare,urbain,83,False
CLI-00555,Aminata Konate,rural,595,False
CLI-00556,Djeneba Diarra,rural,1167,False
CLI-00557,Hawa Kone,rural,1005,False
CLI-00558,Modibo Diallo,urbain,160,False
CLI-00559,Hawa Diarra,rural,1030,True
CLI-00560,Aminata Diallo,urbain,330,False
CLI-00561,Amadou Diallo,rural,929,False
CLI-00562,Seydou Diarra,urbain,1057,False
CLI-00563,Mariam Sangare,rural,1167,False
CLI-00564,Adama Keita,rural,761,False
CLI-00565,Ousmane Traore,rural,754,False
CLI-00566,Ousmane Coulibaly,rural,1243,False
CLI-00567,Ousmane Konate,rural,1371,False
CLI-00568,Awa Barry,rural,1477,False
CLI-00569,Boubacar Fofana,rural,618,False
CLI-00570,Bintou Ouattara,rural,782,False
CLI-00571,Kadiatou Diarra,urbain,613,False
CLI-00572,Aissata Konate,rural,969,False
CLI-00573,Amadou Sidibe,urbain,245,False
CLI-00574,Amadou Ouattara,urbain,793,False
CLI-00575,Moussa Barry,rural,356,False
